pair_id,source_title,cor_section,answer,question,local_or_sum,attribute1,attribute2,ex_or_im
cfbb31d9f6fb5efe,king-kojata,12,fly now,What did Hyacinthia tell the Prince they had to do regarding the third task?,local,action,,explicit
cee75c32b2af5823,king-kojata,12,There was no other way of escape.,Why did Hyacinthia tell the Prince they had to flee?,local,causal relationship,,explicit
8e68eb140e3a5a37,king-kojata,12,Her breath froze on the pane.,What happened when Hyacinthia breathed on the window?,local,outcome resolution,,explicit
62ab20f1117e5def,king-kojata,12,the spot where they had descended into the lower world,Where did Hyacinthia and the Prince hurry to?,local,setting,,explicit
f54b7331471c5869,king-kojata,12,It neighed loudly with joy.,What happened when the horse recognized his master?,local,outcome resolution,,explicit
c979ae075d9b5be5,king-kojata,13,enraged,How did the Magician feel about the Prince's delay?,local,feeling,,explicit
442a4957a16c5885,king-kojata,13,The appointed time was past.,Why did the Magician send his servants to fetch the Prince?,local,causal relationship,,explicit
900857cf24ea5fc8,king-kojata,13,The Magician sent his servants to fetch the Prince.,What happened after the appointed time was past?,local,outcome resolution,,explicit
360cd134a1fc566f,king-kojata,13,They knocked.,What happened after the servants found the door locked?,local,outcome resolution,,explicit
7ddceefd9bc35998,king-kojata,13,"The frozen breath on the window replied in Prince Milan's voice, 'I am coming directly.'",What happened after the servants knocked at the door?,local,outcome resolution,,explicit
c07e9e29891a5f48,king-kojata,13,returned to the Magician,What did the servants do when they heard the voice?,local,action,,explicit
19825bf7ed415f86,king-kojata,13,The frozen breath always gave the same answer.,What happened whenever the servants visited the Prince's door?,local,outcome resolution,,explicit
098842d68c3f5a6d,king-kojata,13,the door to be burst open,What did the Magician command after losing his patience?,local,action,,explicit
69d96f1d36585872,king-kojata,13,"They found the room empty, and the frozen breath laughed aloud.",What happened after the servants entered the room?,local,outcome resolution,,explicit
679ef8e6babe52bb,king-kojata,13,rage,How did the Magician feel when he realized he was tricked?,local,feeling,,explicit
26cc3b577e7a57df,king-kojata,"14,15",horses' hoofs,What did Hyacinthia and the Prince hear whenever they were pursued?,summary,action,,explicit
25b3c796f41250ec,king-kojata,14,a river,What did Hyacinthia turned herself into?,local,action,,explicit
565399c7ae525a0c,king-kojata,14,an iron bridge,What did Hyacinthia turn the Prince into?,local,action,,explicit
2e4ecdeb9dd254bb,king-kojata,14,"The footprints stopped suddenly, and there were three paths for them to choose from.",Why did the servants not know which road to take?,local,causal relationship,,explicit
dc293113d82659d1,king-kojata,15,back at the same spot they had started from,Where did the servants find themselves?,local,setting,,explicit
85931b1c9e175154,king-kojata,15,His power ceases.,What happens to the Magician when Hyacinthia and the Prince arrived at the first church?,local,outcome resolution,,explicit
053f48b3135159b2,king-kojata,15,a monk,Who did Hyacinthia change the Prince into?,local,character,,explicit
ca3c8d97004854a5,king-kojata,15,"have just gone on this minute; they stopped for a few minutes in the church to say their prayers, and bade the monk light this wax candle for the Magician, and give the Magician their love",What did the monk say the Prince and Hyacynthia did at the church?,local,action,,explicit
b236eda4970e5b4b,king-kojata,16,home,Where did the Magician go after he talked to the monk?,local,setting,,explicit
3472323d61e85ec8,king-kojata,16,a large city,Where was the Prince and Hyacinthia approaching?,local,setting,,explicit
4e2db3ed54e25628,king-kojata,16,frightened,How did Hyacinthia feel when the Prince told her he wanted to visit the town?,local,feeling,,explicit
b607158cb7a7505d,king-kojata,17,a white milestone,What did Hyacinthia change into?,local,action,,explicit
85eb7621caa75470,king-kojata,17,kiss the child,What did Hyacinthia warn the Prince not to do?,local,action,,explicit
0778d163fcfc58bc,king-kojata,17,He will forget Hyacinthia and all that had happened to them.,What will happen if the Prince kisses the child?,local,outcome resolution,prediction,explicit
b7fa704673c45f26,king-kojata,17,He had not taken Hyacinthia's advice.,Why did the Prince not return on the third day?,local,causal relationship,,explicit
59778dbb1e105420,king-kojata,17,bent down and kissed it on the cheek,What did the Prince do when he saw the child?,local,action,,explicit
b4b40c602ee557c1,king-kojata,18,a little blue field flower,What did Hyacinthia change into when the Prince did not return?,local,action,,explicit
13ea85425f5b5fa8,king-kojata,18,remained as a dewdrop and sparkled on the little blue flower,What happened to one of Hyacinthia's tears when she cried?,local,outcome resolution,,explicit
019edc5a4a8a5d6d,king-kojata,18,an old man,Who saw the blue flower while walking by?,local,character,,explicit
a799e1f3239a5406,king-kojata,18,pulled it up carefully by the roots and carried it home,What did the old man do when he saw the flower?,local,action,,explicit
3dc4d2b7b5d05edf,king-kojata,18,Everything in the old man's house was changed.,What happened when the old man cared for the plant?,local,outcome resolution,,explicit
f369de93376152f9,king-kojata,18,surprised,How did the old man feel when he saw that everything changed?,local,feeling,,explicit
573db4c005fb5be6,king-kojata,18,He always found his room tidied and put into such beautiful order that not a speck of dust was to be found anywhere.,What happened when the old man awoke in the morning?,local,outcome resolution,,explicit
9d1c0fedfd625230,king-kojata,18,an old witch,Who did the old man go to for advice?,local,character,,explicit
2ca2faa83545542b,king-kojata,18,throw this cloth quickly over it,What did the old witch tell the man to do when he saw something move?,local,action,,explicit
363258fef3bf57ec,king-kojata,19,"The little blue flower began to tremble, and at last it rose out of the pot and flew about the room, put everything in order, swept away the dust, and lit the fire.",What did the old man see when the first ray of light entered the room?,local,action,,explicit
927fc7eb5fed5c72,king-kojata,19,The beautiful Princess Hyacinthia stood before him.,What happened when the old man covered the flower with the cloth?,local,outcome resolution,,explicit
8d12227b2fdb59d9,king-kojata,19,"Her bridegroom, the beautiful Prince Milan, has deserted her.",Why did Hyacinthia have no desire to live?,local,causal relationship,,explicit
a6acdb37035c560b,king-kojata,19,Hyacinthia cried bitterly.,What happened when Hyacinthia heard the Prince was getting married?,local,outcome resolution,,explicit
c5c649bbed745937,king-kojata,19,a peasant woman,Who did Hyacinthia go to town dressed as?,local,character,,explicit
c408abdecc77585a,king-kojata,19,the King's kitchen,Where did Hyacinthia go straight to as a peasant?,local,setting,,explicit
934a7f2ccc9556d7,king-kojata,19,make a wedding-cake for Prince Milan,What did Hyacinthia ask the head cook to let her do?,local,action,,explicit
5d630792a47d5017,king-kojata,19,He will lay it before Prince Milian.,What will the head chef do after Hyacinthia bakes the cake?,local,action,prediction,explicit
d24541a7f8c65297,king-kojata,20,Two white doves sprang out of it.,What happened when the Prince cut the cake?,local,outcome resolution,,explicit
af2969271ece5610,king-kojata,20,The cake was quite a work of art.,Why were the guests lost in admiration?,local,causal relationship,,explicit
dd85bfa1708d5030,king-kojata,20,"He jumped up suddenly from the table and ran to the door, where he found the beautiful Hyacinthia waiting for him.",What happened after Milian heard what the dove said?,local,outcome resolution,,explicit
9f9b3e7a7be0517d,king-kojata,20,the country of King Kojata,Where did the Prince and Hyacinthia gallop to?,local,setting,,explicit
a7f7e40ee17651bf,king-kojata,20,joy,How did the King and Queen feel when they saw the Prince and Hyacinthia?,local,feeling,,explicit
4b59eae269cf5e81,king-kojata,1,It was hot.,What made the King feel thirsty?,local,causal relationship,,implicit
00b47bed35655e17,king-kojata,1,It was beautiful.,Why did the King reach for the vessel?,local,causal relationship,,implicit
3b1ba91a3a445eeb,king-kojata,"1,2",embarrassed,How did the King feel when he couldn't get the vessel?,summary,feeling,,implicit
47770810400b5e02,king-kojata,2,afraid,How did the King feel when he couldn't get out of the well?,local,feeling,,implicit
f47f2dbdf7a050d7,king-kojata,2,The voice was insulted by the King.,Why did the voice hold onto the King's beard?,local,causal relationship,,implicit
3cc78c4dff0752cc,king-kojata,2,He wanted to get out of the well.,Why did the King immediately agree to the voice's condition?,local,causal relationship,,implicit
5774dd1638635c9a,king-kojata,3,He knew he had to give up the child to the voice.,Why did the King cry when he saw the newborn?,local,causal relationship,,implicit
c6504fb7071a543d,king-kojata,3,His child was not taken away from him.,What made the King forget about the incident?,local,causal relationship,,implicit
01a4d3f5c1aa5a3a,king-kojata,"2,4",the voice from the well,Who was the old man?,summary,character,,implicit
023b45ec6b525e20,king-kojata,5,look for the old man,What will the Prince do on his journey?,local,action,prediction,implicit
09403ec57c9a5467,king-kojata,6,They did not want the Prince to leave.,Why was the King and Queen lamenting before the Prince's journey?,local,causal relationship,,implicit
35ad40a1baf954ae,king-kojata,6,Its garment was missing.,Why couldn't the thirtieth little duck come to land?,local,causal relationship,,implicit
1afb99981bd75b07,king-kojata,6,Her father was wicked.,Why did Hyacinthia give advice to the Prince?,local,causal relationship,,implicit
5047e48580fc54a1,king-kojata,"6,7",He needed to please the Magician.,Why did the Prince follow Hyacinthia's advice?,summary,causal relationship,,implicit
307599e01e2150eb,king-kojata,7,relieved,How will the Prince feel when the Magician lets him go?,local,feeling,prediction,implicit
09d9feec0a06501b,king-kojata,8,He thought it was impossible to complete.,Why did the Prince say he would rather be put to death than to fulfill the first task?,local,causal relationship,,implicit
888c8c8befa352b6,king-kojata,"7,8",He was certain he would lose his head.,Why was the Prince sad?,summary,causal relationship,,implicit
34816266599c5b4f,king-kojata,9,to make it look as if he built the palace,Why did the Prince have to touch the walls of the palace?,local,causal relationship,,implicit
370b1123f5385b60,king-kojata,9,hopeful,How did the Prince feel when Hyacinthia offer to build the palace?,local,feeling,,implicit
859bdbc8d7e25591,king-kojata,10,worried,How did the Prince feel when Hyacinthia revealed it was not easy to distinguish her from her sisters?,local,feeling,,implicit
fdc219a098865ae9,king-kojata,"6,9,10",She loved him.,Why did Hyacinthia help the Prince on all of his tasks?,summary,causal relationship,,implicit
ad6b41aaded259dd,king-kojata,12,The Magician would be after them.,Why did Hyacinthia say she and the Prince had to escape?,local,causal relationship,,implicit
225ed11a2f565e66,king-kojata,"12,13",so she could escape with the Prince,Why did Hyacinthia breathe onto the window?,summary,causal relationship,,implicit
4dc85699db805cfe,king-kojata,13,look for Hyacinthia and the Prince,What will the servants do to avoid being punished by the Magician?,local,action,prediction,implicit
11f54566d050573b,king-kojata,15,Her father was pursuing them.,Why did Hyacinthia say she and the Prince were lost now?,local,causal relationship,,implicit
a7d05fab07c85d2d,king-kojata,15,His servants failed to catch them.,What made the Magician go after Hyacinthia and the Prince himself?,local,causal relationship,,implicit
ce1e925576be559b,king-kojata,16,angry,How did the Magician feel when he lost Hyacinthia and the Prince?,local,feeling,,implicit
3ed4891309b7582e,king-kojata,18,She wanted to be stepped on.,Why did Hyacinthia turn into a flower?,local,causal relationship,,implicit
0a38ca0f0e695260,king-kojata,18,betrayed,How did Hyacinthia feel when the Prince did not return?,local,feeling,,implicit
6c2a883076cf529f,king-kojata,18,The flower was beautiful.,What made the old man take the flower home?,local,causal relationship,,implicit
21b9c8b648eb53c6,king-kojata,18,He did not know who made the changes.,Why did the old man feel uncomfortable when he saw the changes in his home?,local,causal relationship,,implicit
e462687bc44755c3,king-kojata,19,shocked,How will the old man feel when he sees the flower turn into Hyacinthia?,local,feeling,prediction,implicit
440b4e21b7fd5d2f,king-kojata,19,He protected her.,Why did Hyacinthia make so many changes in the old man's home?,local,causal relationship,,implicit
0846d9bbea925890,king-kojata,19,She did not want to be recognized.,Why did Hyacinthia go in disguise to the wedding?,local,causal relationship,,implicit
0140df712a6e55eb,king-kojata,19,Everyone was busy.,Why were the cooks in great confusion?,local,causal relationship,,implicit
928762e4d42856ff,king-kojata,19,Everyone was busy.,What made the cook agree to Hyacinthia's request?,local,causal relationship,,implicit
e2103fcbefd9577b,king-kojata,"19,20",She wanted to deliver a message to the Prince.,Why did Hyacinthia want to make the wedding cake?,summary,causal relationship,,implicit
46f3069ca3a25f0d,king-kojata,20,He heard what the dove said.,Why did the cake remind the Prince of Hyacinthia?,local,causal relationship,,implicit
2cc75bd3ea6751bf,king-o-toole-and-st-kevin,1,King O'Toole,Who owned the Churches in the early days?,local,character,,explicit
631976e392ae5400,king-o-toole-and-st-kevin,1,St. Kavin,Who was the church built after?,local,character,,explicit
6ae0eb57f45c5bf7,king-o-toole-and-st-kevin,1,over the mountains,Where did the king go to catch the deer?,local,setting,,explicit
1d5508fbad585eca,king-o-toole-and-st-kevin,2,"He was stiff in his limbs, and when he got stricken in years, his heart failed him, and he was lost entirely.",Why did the king grow old?,local,causal relationship,,explicit
d86b2a33dbc8543a,king-o-toole-and-st-kevin,2,diving for trout and cod fish on a Friday for the King,What did the goose swim across the lake for?,local,action,,explicit
08aeb8d54ce15465,king-o-toole-and-st-kevin,2,the goose,Who was the greatest pet?,local,character,,explicit
f76936eabf81596d,king-o-toole-and-st-kevin,2,It diverted the King to no end.,Why was the goose the greatest pet?,local,causal relationship,,explicit
202b1e3dd3f957b6,king-o-toole-and-st-kevin,2,broken-hearted,How did the king feel when the goose grew old and stiff?,local,action,,explicit
8aa9cd12861d5d52,king-o-toole-and-st-kevin,2,a mighty decent young man,Who did the king meet around the corner?,local,character,,explicit
a85fcf47cd525bfd,king-o-toole-and-st-kevin,"2,3",Saint Kavin,What was the young man's name?,summary,character,,explicit
a2b5ea02a0015c0e,king-o-toole-and-st-kevin,3,The king and the goose were private friends.,Why was the king surprised Saint Kavin knew about the goose?,local,causal relationship,,explicit
ba032ae8c8da506e,king-o-toole-and-st-kevin,3,the fairies,Who did the king suspect told Saint Kavin about the goose?,local,character,,explicit
a34c578e0dc55422,king-o-toole-and-st-kevin,3,He didn't keep the likes of such company.,Why did Saint Kavin say it wasn't the fairies that told him about the goose?,local,causal relationship,,explicit
087e289fdc19535b,king-o-toole-and-st-kevin,3,an honest man,What did Saint Kavin describe himself as?,local,action,character,explicit
141265c105415c59,king-o-toole-and-st-kevin,4,by making old things as good as new,How did Saint Kavin make money?,local,action,,explicit
cb4c7c71bb3e5829,king-o-toole-and-st-kevin,4,make the king's old goose as good as new.,What did Saint Kavin say he could do for the king?,local,action,,explicit
10884d6717d15ddc,king-o-toole-and-st-kevin,4,He had a vow against it.,Why couldn't Saint Kavin take money?,local,causal relationship,,explicit
da250cb83d22598f,king-o-toole-and-st-kevin,4,a few acres of land,What did Saint Kavin say he could take instead of money?,local,action,,explicit
da244e832b315a74,king-o-toole-and-st-kevin,4,call down the king's goose here,What did Saint Kavin tell the king to do after the king agreed to his proposal?,local,action,outcome resolution,explicit
e852d8a2a348556e,king-o-toole-and-st-kevin,5,down came the poor goose,What happened after the king whistled?,local,outcome resolution,,explicit
390a4030cb645c9d,king-o-toole-and-st-kevin,5,The king would give him whatever he asked.,What did the king offer if Saint Kavin could repair the goose?,local,action,,explicit
45df3966920c56c8,king-o-toole-and-st-kevin,5,all the ground the goose flew over after Saint Kavin made her as good as new,What did Saint Kavin ask from the king?,local,action,,explicit
d68c2ad0a4bb5d81,king-o-toole-and-st-kevin,6,to help her,Why did Saint Kavin throw the goose in the air?,local,causal relationship,,explicit
e5c8f324968f5e4d,king-o-toole-and-st-kevin,6,Finn Ma Cool,Who made the cliff in the mountain?,local,character,,explicit
ebe689f45e6855ec,king-o-toole-and-st-kevin,6,He cut it down into a gap.,What happened after Finn Ma Cool tried the sword first in the mountain?,local,outcome resolution,,explicit
c1eb6787e4ee5037,king-o-toole-and-st-kevin,7,"The goose flew down, and bit at the foot of the King.",What did the goose do after fluttering over the wood a bit?,local,outcome resolution,action,explicit
4f79ade6187f5b89,king-o-toole-and-st-kevin,8,The devil will receive the bit of his goose and never fly again.,What will happen if the king does not say that word?,local,outcome resolution,,explicit
7e1c7a66eb195113,king-o-toole-and-st-kevin,8,every individual acre o' King O'Toole's property,Where did the goose fly around?,local,setting,,explicit
231dac13a5c4597b,king-o-toole-and-st-kevin,8,The poor old King was doting.,Why were the king and Saint Kavin best friends?,local,causal relationship,,explicit
0c43e9a9e7fb54be,king-o-toole-and-st-kevin,8,a thieving horse-eel,What did the goose catch by mistake?,local,action,,explicit
50243cbf5e6157af,king-o-toole-and-st-kevin,8,killed the King's goose,What did the horse-eel do to the goose?,local,action,,explicit
8dd20c4fdfa75f92,king-o-toole-and-st-kevin,2,The goose could not divert him any longer.,Why was the king broken-hearted and melancholy?,local,causal relationship,,implicit
6b4cbca877aa5777,king-o-toole-and-st-kevin,3,suspicious,How will the king feel about Saint Kavin knowing about the goose?,local,feeling,prediction,implicit
207c806071745a65,king-o-toole-and-st-kevin,4,It was not possible to reverse old age.,Why did the king think Saint Kavin was lying about making the goose as good as new?,local,causal relationship,,implicit
8f3ad35f0a0157f2,king-o-toole-and-st-kevin,4,happy,How will the king feel if Saint Kavin can make his goose as good as new?,local,feeling,prediction,implicit
dc04993399f759ca,king-o-toole-and-st-kevin,"4,5",He loved his goose.,Why did the king bet so much on Saint Kavin making his goose as good as new?,summary,causal relationship,,implicit
e40a96cdf43e5eac,king-o-toole-and-st-kevin,"6,7",be happy,What will the king do after seeing the goose fly?,summary,action,prediction,implicit
b744851508f35ac5,king-o-toole-and-st-kevin,8,Saint Kavin became king.,What happened after the king said he would keep his word?,local,outcome resolution,,implicit
21c6a6213507546b,king-o-toole-and-st-kevin,8,He loved the goose.,Why didn't the king eat the goose?,local,causal relationship,,implicit
f39f846ada6653bc,king-o-toole-and-st-kevin,8,sad,How will the king feel about the goose being dead?,local,feeling,prediction,implicit
beb03e039cbd5a95,kings-hares,1,the little back room,Where did the man live?,local,setting,,explicit
9bbdffb157ef51d6,kings-hares,1,Esben,Who was the youngest son?,local,character,,explicit
c1516c6b3137515b,kings-hares,1,They thought themselves too good for anything like work.,Why did the three sons not work?,local,causal relationship,,explicit
b806a276d3cc57d2,kings-hares,1,"told his father he would apply for the position, as it would suit him",What did Peter do when he heard the king wanted a shepherd?,local,action,,explicit
9b804da3d0d15e1f,kings-hares,1,Peter was a sleepy-head.,Why did the man think Peter might not be suited for the shepherd job?,local,causal relationship,,implicit
1f9d0e9a64cf59d9,kings-hares,2,laughed,What did Peter do when he heard the woman ask for help?,local,action,,explicit
e344d182bae953c7,kings-hares,2,She wanted to split up some fire-wood and caught her nose in there.,How did the woman get stuck in the tree?,local,causal relationship,,explicit
7c661eee8a0f5d0c,kings-hares,2,more than a hundred years,How long had the woman been standing there?,local,action,,explicit
6de5a377d7105cdc,kings-hares,2,upset,How did the woman feel to be stuck in the tree?,local,feeling,,implicit
35c4af6d80ce56ec,kings-hares,3,"There was good food, and good wages, and the chance of winning the princess besides.",Why was the place not bad?,local,causal relationship,,explicit
74c646abe91f54c6,kings-hares,3,The hares ran away from him across the hills.,What happened when Peter and the hares reached the forest?,local,outcome resolution,,explicit
c2557782a9e1531d,kings-hares,3,More than a single one of the king's hares were lost.,Why did Peter have three red strips cut from his back?,local,causal relationship,,explicit
5bc1941a7cd15b8d,kings-hares,3,tired,How did Peter feel running after the hares?,local,feeling,,implicit
d0d1ac92370f57f4,kings-hares,4,skeptical,How did Paul's father feel about him going to the castle?,local,feeling,,implicit
3bd97fce7bcb59fb,kings-hares,4,He found it very amusing.,Why did Paul laugh at the old woman?,local,causal relationship,,explicit
63f4464093285305,kings-hares,4,ran away across the hills,What did the hares do when Paul watched them?,local,action,,explicit
380713264814565e,kings-hares,5,"to loaf about in the forest and field, look for strawberry patches, herd a flock of hares, and lie down and sleep in the sun between times",Why did the youngest think herding the king's hares would be just the work for him?,local,causal relationship,,explicit
a0a842c432cc5024,kings-hares,5,no worse than his brothers,How did Esben's father think he would fare as a herdsman?,local,action,,explicit
70ff82c7238251d3,kings-hares,5,"more than quick and nimble, and swifter than a bird",What would one have to be in order to escape with a whole back?,local,action,,explicit
e976c19a10bc5933,kings-hares,5,Esben was set on going to court and serving the king.,Why was there nothing Esben's father could do to change his mind?,local,causal relationship,,implicit
f0662978d32e517c,kings-hares,6,She said she was hungry.,Why did Esben free the old woman?,local,causal relationship,,implicit
cff27d2d0ed057cf,kings-hares,6,He began to feel a proper hunger.,What happened after Esben wandered a while?,local,outcome resolution,,explicit
f64eb6e90fc55489,kings-hares,6,hewed the tree-trunk apart,How did Esben free the old woman?,local,action,,explicit
d0f0a4fb1d8d5718,kings-hares,7,"a whistle which had the power that if he blew into one end, whatever he wished scattered was scattered to all the winds, and when he blew into the other, all came together again",What did the old woman give Esben?,local,action,,explicit
02e0df31ff505513,kings-hares,7,It would return as soon as he wished it back.,What would happen if the whistle passed from Esben's possession?,local,outcome resolution,,explicit
0fe4125fba1b5ce7,kings-hares,7,delighted,How did Esben feel about the whistle?,local,feeling,,explicit
bb389e497e9652ba,kings-hares,8,the princess,Who might Esben possibly win if he managed to herd the king's hares?,local,character,,explicit
7527bfebf88a5328,kings-hares,8,They were obedient in the enclosure.,How did the hares act in the enclosure compared to how they were in the forest?,local,action,,implicit
c820669d80445fbd,kings-hares,"7,8",the whistle,How will Esben get the hares to return?,summary,prediction,action,explicit
117ffd2f0df556e5,kings-hares,9,The hares scattered the more quickly to all the ends of the earth.,What happened when Esben first blew the whistle?,local,outcome resolution,,explicit
c2b95e3efd155f8d,kings-hares,9,Esben blew into the other end of the whistle.,"What made the hares return back again, standing in rank and file?",local,causal relationship,,explicit
512f287ad417532c,kings-hares,9,He wasn't worried about watching the hares.,Why did Esben lay down and fall asleep?,local,causal relationship,,implicit
dfb3817217d0571d,kings-hares,9,to the castle,Where did Esben take the hares in the evening?,local,setting,,explicit
2d1b4a4e7ef85514,kings-hares,10,surprised,"How did the king, queen, and princess feel when they saw Esben return with the hares?",local,feeling,,implicit
a17b642afe1b5c65,kings-hares,10,"reckoned and added them up, and counted with his fingers, and then added them up again",What did the king do when Esben returned?,local,action,,explicit
440196f35c5450af,kings-hares,10,the chamber-maid,Who was sent to Esben the next day?,local,character,,explicit
d04eab5025f85346,kings-hares,10,to find out how he managed to herd the king's hares,Why was the chamber-maid sent out to Esben?,local,causal relationship,,explicit
07e08f42e38359dc,kings-hares,11,a hundred dollars,What did the chamber-maid offer Esben in exchange for the whistle?,local,action,,explicit
b86992481702535c,kings-hares,11,She was impressed by it.,Why did the chamber-maid want to buy the whistle?,local,causal relationship,,implicit
23eae882ec5f5b4b,kings-hares,"7,11","If the whistle passed from his possession, it would return as soon as he wished it back.",Why did Esben agree to sell the whistle to the chamber-maid?,summary,causal relationship,,explicit
6ac5df7a21075a79,kings-hares,12,Esben had wished it back again.,What made the whistle disappear?,local,causal relationship,,explicit
b682a7638980595f,kings-hares,12,the whistle and to know what she had to do in order to fetch it safely home with her,What did the princess want for two hundred dollars?,local,action,,explicit
b701c4a0f86d5742,kings-hares,13,"They were in the middle of the forest, where no one could see or hear them.",Why did the princess agree to kiss Esben?,local,causal relationship,,explicit
594af130ed2b5443,kings-hares,13,disappointed,How did the princess feel when the whistle disappeared?,local,feeling,,implicit
e9be17b368c657a4,kings-hares,13,She felt quite sure that she would succeed in coaxing the whistle away from Esben.,Why did the queen set out the following day?,local,causal relationship,,explicit
017168fd4fa056f4,kings-hares,14,She had to raise her bid until she reached three hundred.,What happened when the queen only offered fifty dollars?,local,outcome resolution,,explicit
1d5c108c6df95ed3,kings-hares,14,tied it fast and hid it well,What did the queen do to try and keep the whistle?,local,action,,explicit
5735c38f1862500a,kings-hares,15,They soon became good friends.,What happened after the king followed Esben and found him?,local,outcome resolution,,explicit
4eddeea07799553b,kings-hares,15,a thousand dollars,What did the king offer in exchange for the whistle?,local,action,,explicit
da1f53fb0e495c62,kings-hares,17,He had made a fool of them all,Why did the king feel angry and furious?,local,causal relationship,,explicit
a7a32e289a315d6b,kings-hares,17,He wanted to do away with Esben.,What happened because the king felt angry?,local,outcome resolution,,explicit
5c8db99722635eb3,kings-hares,"14,17",She had also been made a fool.,Why did the queen feel the same way as the king?,summary,causal relationship,,implicit
de74ef357f5f528e,kings-hares,18,fill the big brewing-cauldron till it ran over,What did Esben need to do if he wanted his life to be spared?,local,action,,explicit
d40d73b323595a30,kings-hares,18,made up plenty of stories,How did Esben fill up the cauldron?,local,action,,explicit
103f5e953cd359bd,kings-hares,19,Esben received the princess and half the kingdom.,What happened because Esben filled up the cauldron?,local,outcome resolution,,explicit
b1be3c239349520e,laotsze,1,Laotsze,Who was really older than heaven and earth put together?,local,character,,explicit
db812c85b8e354e2,laotsze,1,The Old Child,What name was Laotsze given?,local,character,,explicit
77436267cc0b5884,laotsze,2,acquired all sorts of magic powers,How did Laotsze extend his life-span?,local,action,,explicit
6cb803cfc3b85ddf,laotsze,2,"He owed him seven million, two hundred thousand pieces of copper.",What happened when Laotsze did not pay his servant?,local,outcome resolution,,explicit
04f5a0631c2c58b8,laotsze,2,He insisted on being paid.,Why did the servant refused to go further?,local,causal relationship,,explicit
18f3121081d85f7f,laotsze,2,gave him nothing,What did Laotsze do when his servant insisted on being paid?,local,action,,explicit
6a050e4e42195043,laotsze,2,to the West,Where did Laotsze plan to go?,local,setting,,explicit
006b5d6953b05d68,laotsze,3,only stuck out his tongue at him and would not say a word,What did Laotsze do when the guardian questioned him with regard to hidden knowledge?,local,action,,explicit
16b43737816c5cf1,laotsze,3,"told the servant of the guardian that his master owed him a great deal of money, and begged the latter to put in a good word for him",What did Laotsze's servant do when they reached the guardian's house?,local,action,,explicit
703f8f6ac2de591b,laotsze,"3, 4",Laotsze will take away the life-giving talisman.,What will Laotsze do when he finds out about his servant's actions?,summary,prediction,action,implicit
d50ea5979e085cdc,laotsze,4,gave him a life-giving talisman to eat,What did Laotsze give the servant instead of money?,local,action,,explicit
d0c0c51f6f0853d7,laotsze,4,Laotsze took away the life-giving talisman.,Why did the servant suddenly collapse and turn into a heap of bones?,local,causal relationship,,implicit
750fff4c60b25653,laotsze,"4, 5",cast himself to earth and pleaded for him,What will the guardian do when he sees the servant collapse?,summary,prediction,action,explicit
a5c11c16e0dd5934,laotsze,5,"Laotsze taught him the art of eternal life, and left him his teachings.",Why did the guardian adore Laotsze as his master?,local,causal relationship,,explicit
ceaf112de44c5b23,laotsze,"3, 5","follow his teachings, and will be given a place among the immortals",What will happen to the guardian after he meets Laotsze?,summary,prediction,outcome resolution,explicit
8b7746650b1a51f2,lasse-my-thrall,1,stay at home,What did the duke not want to do?,local,action,,explicit
eaa516cdfd7c57a8,lasse-my-thrall,1,He did want to stay at home.,Why did the duke travel about the world?,local,causal relationship,,explicit
39a9edfb28825853,lasse-my-thrall,1,"Wherever he went he was well received, and hobnobbed with the very finest people.",What happened because the duke had unheard of amounts of money?,local,outcome resolution,,explicit
fe6adbcb9b745a01,lasse-my-thrall,1,He did not handle his money well.,Why did the duke's money grow less and less?,local,causal relationship,,implicit
bd2bad8c30ea5152,lasse-my-thrall,1,"wandered back home again like a journeyman apprentice, and begged his way as he went",What did the duke do after he ran out of money?,local,action,,explicit
f21b4aeee5985991,lasse-my-thrall,2,an old hut,What did the duke see peeping out from among the pushes?,local,action,,explicit
7e5bd25a4fe55019,lasse-my-thrall,2,He must take what he can get.,Why did the duke go into the hut?,local,causal relationship,,explicit
0a672d182e0458d1,lasse-my-thrall,2,"Whatever was hidden away so carefully must be something exceptionally beautiful, thought he.",Why did the duke go through the trouble of opening all the little boxes?,local,causal relationship,,explicit
915b286429e45ff8,lasse-my-thrall,3,depressed,How did the duke feel when he first saw the slip of paper?,local,feeling,,explicit
0f3e1227835b59c9,lasse-my-thrall,3,read the words outloud,What did the duke do when he saw the words on the paper?,local,action,,implicit
aab8f5606f4c5cdc,lasse-my-thrall,"4,5",a little something to eat,What did the duke ask from Lasse?,summary,action,,explicit
b2150cbdd9825005,lasse-my-thrall,6,content,How did the duke feel once matters were arranged to suit him?,local,feeling,,explicit
31983c5ceec15d21,lasse-my-thrall,6,in a great castle,Where did the duke find himself when he woke the following morning?,local,setting,,explicit
caf628b7fd905e43,lasse-my-thrall,7,He could not live there all alone.,Why did the duke ask for serving-men and serving-maids?,local,causal relationship,,explicit
8918db36de9a56e0,lasse-my-thrall,8,the opposite side of the forest,Where did another great castle lie?,local,setting,,explicit
4f8feca2096b5782,lasse-my-thrall,8,his courtiers,Who did the king send for when he saw the new castle?,local,character,,explicit
8278c44b86b45a42,lasse-my-thrall,9,shocked,How did the king's courtiers feel when they saw the new castle?,local,feeling,,implicit
